text,Insult,Threat,Identity_Attack,Profanity,Toxicity,Severe_Toxicity
i’m not defending him there is nothing to defend my original statement was that i was glad he spoke out in support of those who wanted to use their voice politically that’s itwomanshruggingmediumlightskintone,0.004112106208167327,0.00201229767167067,0.0021040278361953513,0.001682706545251161,0.016473855845933597,0.0003103378158530667
stfu,0.268182291175451,0.0015556694231419928,0.0065465156031224,0.427650866225184,0.3329405285029627,0.0341269285374275
toxic fan,0.5638189676148101,0.004599856271219973,0.01039120129453611,0.4362312548190616,0.47809803665781675,0.08611330212641698
how do some lh fans find a reason to be mad at everything if he said drivers shouldnt be allowed to make political statements then you would also be mad,0.1554582658043119,0.003417995931031984,0.0065465156031224,0.036912529747218856,0.20430550787759644,0.003529191063136138
why are you so triggered,0.051574932512009425,0.009470556113412666,0.008281313330800653,0.03558563866520674,0.15421376574478787,0.005088097420585574
it’s offensive that you can throw the topic about anyhow in useless situations when there are situations you could be highlighting if you really cared about the topic not just when you want it to suit your agenda it’s honestly disgusting to see,0.45364691026574033,0.0031672982914965394,0.00889083629503111,0.10764284909233603,0.3931713130403008,0.008379122238871236
sis don’t be shallow not everyone has to be an open advocate of racism even some black people themselves see best to stay out of political and public racism debates protests and issues but does it mean they careless or are racist towards their own 12,0.2040032835211744,0.005065439419746713,0.46754042488788955,0.08948283720630391,0.3339978479022361,0.016058179845494843
mía khalifa mad weird for wearing a hijab while making a porn video,0.3989177905680601,0.0463724459363422,0.4756344139864862,0.4543986547424309,0.6412962544764235,0.25590144198609516
that was crazyyskullandcrossbones,0.061879669509367234,0.001385552881216492,0.0029597049242256965,0.0733862869867764,0.11305913504918286,0.005434521021939936
that was just disrespectful as hell,0.268182291175451,0.007250089764784036,0.017940685925409226,0.4604874293333937,0.47864894468415636,0.0341269285374275
jew here wavinghand and i know she’s a disgrace and an antisemite jeremy knows she’s an antisemite too her racism is hardly subtle but he’s putting his career before doing the right thing and calling out her antisemitism iihanomarantisemitism,0.5775198006381813,0.026071678373090018,0.6502188693322084,0.27255063301183796,0.5716262915070086,0.25590144198609516
whats bad about antisemitism though isnt it just what they call you when they cannot call you a liar i thought thats what it meant its a trick and they always use it when they cannot address the substance of your argument like any ist its just avoidance of substance,0.2648959200159742,0.004456601247857062,0.2739719037618376,0.07509868233993906,0.2914158487951945,0.010457664149707023
wasn’t there a name for those sort of people,0.0341613352707675,0.012697053377422992,0.15555830809116217,0.05761208041693676,0.16426800588957582,0.011958833341167268
… i have no idea who he was until now…there are few things in life left for me to feel sickened about but this individual makes me feel literally sick to my stomach… his family must be so very proud of him… he must be so very proud of himself,0.08624710040560825,0.03013183243903291,0.1634766150218412,0.10829855594496407,0.24301440705611194,0.020088063575759308
you sold ur jewish soul to a hater of ur people how proud can you really be we jews have a long memory and in future you will ask for our support we will send you back to ur squad,0.36687537163140327,0.25416654805459743,0.5773783153403055,0.2097636191097753,0.4328332665446369,0.0521837504707508
he’ll have a place in the first boxcar on the second train,0.03180734847451361,0.029415333930391217,0.12890838899532236,0.03877018573698543,0.16338225364646236,0.013055840857155132
she uses the livingstone style smokescreen in this case referring to her race,0.165739667419807,0.03634147926443862,0.4701959844785252,0.1540362488405514,0.3429618842613489,0.0341269285374275
i would not challenge omar’s progressive credentials if jeremy supports her “as a progressive” i accept that however he probably views judaism with a historical and religious tie to brooklyn and not jerusalem,0.02525424413444388,0.0030777634004734346,0.15114606622146856,0.014094926022975122,0.1155490054473674,0.004279775583188859
sickening,0.1889493574064735,0.0023614839956423786,0.0882344250920882,0.1260257775784027,0.23836931625726218,0.0341269285374275
how the fuck you do the count and forget me ðÿ¤­,0.3107330664067285,0.012219389088226326,0.019214156701711584,0.8152561621377274,0.6929036836711226,0.2936696723608126
youre pretty aslðÿ’trademark,0.029744333084624083,0.0023435766854622876,0.00954724636249669,0.1372299787956866,0.09601881809901158,0.009129706758923958
nice,0.0023751847994390026,0.0016093908003898157,0.0026080567190574855,0.005373803474963041,0.008060307386246834,0.0012630029466097704
following accusations of the nutcracker ballet of suprematism and racism british scientists from the university of aberdeen studied stravinskys petrushka ballet and found that the scene of the death of the protagonist in the production is too cruel,0.02175162501444664,0.035386149302814154,0.06589238406608247,0.03027806162473388,0.10577592322859114,0.006762478412723001
none of civilized people watch anything that comes from russia in the educated peoples homes you will not find any russian sound,0.1766952585829405,0.006533811189891655,0.4183438038479729,0.020825751144611066,0.3090022387344757,0.01513438276799092
death of a puppet you’re a russian puppet hits a bit too close to home hey troll,0.5587418396697197,0.20167223514021768,0.3562505047797109,0.1685253087521346,0.5156136629589292,0.0366936593165894
who gives af about bongss opinions,0.16965237225577784,0.0020212506351451522,0.02201579114230296,0.1493678334322976,0.2026407422048003,0.01872013474325162
the russian nutcracker ballet sucks,0.5554682557752368,0.003722414671169027,0.46449536869255437,0.5204490009667406,0.6412962544764235,0.22496874270709877
a question for you what part do you play in 1984,0.0338703605602003,0.0019048558854368128,0.005702560671082979,0.012936935390182275,0.10178437511000286,0.0023311425606996608
yea the west is being destroyed by cultural marxism resulting in this burning pile of bs how can we exist in a future based on this,0.277785989774287,0.051113723758065235,0.2196455230952245,0.217779618433254,0.36049323859715265,0.0254620718116243
the russians,0.025739661269584095,0.0020749721507160885,0.0497021209742144,0.026297379903747937,0.07744632998327806,0.005780944926003909
a another bit of useless information when there is nothing else to tweet about,0.4313591699697255,0.0016720645878196706,0.00453039956476434,0.04593541241101265,0.3769282763517985,0.005376783704595941
“katja lawrence was unmasked earlier this week along with her husband logan lawrence as the cofounders of the “dissident homeschool” group an online network of likeminded parents who are indoctrinating their children with nazi ideology that is based in upper sandusky ohio,0.06669340072220076,0.008825904012778399,0.14673383068814402,0.02311283283196926,0.18512609072488106,0.011035036263663343
the bill will come due in about 10 years when these kids have to integrate into the larger society,0.0034843032628100777,0.002880786308247136,0.007015380299104617,0.0024788253039278747,0.01798204297798191,0.00077223605189542
nazism with a pretty face is still nazism,0.1118364949006396,0.010330091786514652,0.3437118062564754,0.07475619903183171,0.2895475515657789,0.02849105984042527
the ohio department of education confirmed earlier this week to vice news that it is investigating the case”,0.0007533630938683193,0.001967530087836006,0.0022915734611334768,0.0,0.0037893074044664386,0.0
so basically posey parker’s antitrans rally in glasgow was attended by british nazis american nazis anti immigration campaigners the anti abortion mob and some oldies they didn’t bring any disco tunes though terf wind and fired would have been apt nailpolish,0.08325702812887614,0.029892999602819013,0.3546522697447902,0.05283526192800615,0.25671915141967033,0.01989264484678363
this is why your side has no credibility you only see what you want to see in your eyes the left can do no wrong,0.07194710086150014,0.002558460672899339,0.032840287671777775,0.002804510202506133,0.14393557035546298,0.002489919956363441
oh dear god i cannot believe the country i live in i am so fed up with it allcryingface,0.08298520237517237,0.0065696251186362735,0.25895346721600304,0.08023587899311407,0.25671915141967033,0.012824893101327197
these people are campaigning against trans existence and get offended when they see a sign that says fuck terfs they dont care about swearing theyre just using it as some sort of moral high ground where swearing is met with pure shock,0.4368604584334904,0.022966855652002724,0.5313157257897405,0.6681791849234782,0.5517550960360661,0.25590144198609516
can you provide hard evidence of this,0.0019147970008179032,0.002862879551359495,0.004389740409424437,0.0016646135871665763,0.011078908527426958,0.00041859524803435663
mafias against abortion i call them prolife but you cannot talk about this no matter how many hormone treatments you do,0.06707849454928742,0.024161018449841087,0.11653847867049243,0.07646860497868141,0.234682605480632,0.013113578174499128
i bet miss mombasa is a baddie too wish to see her without hijab,0.26564968578202874,0.18364917617935456,0.42612965532030406,0.2257956283504197,0.4016808661218857,0.03640941347983894
siet that was uncalled for,0.009301938309355787,0.0007409014721977865,0.001939925509420027,0.09485660784083716,0.040292887836729276,0.011785621389135283
open dm,0.009678619636009755,0.0024331118531316157,0.0012249075767295859,0.0733862869867764,0.031233138184600027,0.006329448683997841
yoo for gods sake goddamn personfacepalming send a pic dm without hijab,0.20126621405596293,0.06542327743945325,0.29483968334767763,0.4680662695677463,0.36909883821110645,0.08611330212641698
me too facewithtearsofjoyfacewithtearsofjoy,0.001077727875542835,0.00015444785300258897,0.0003399265560868102,0.009028714488505757,0.00356451844822449,0.0018981129833293053
something that irritates me i find it distasteful that we tear each other down regardless of whether we agree on politics or personal choices etc perpetuating personalized hate like fatshaming abelism mentalillness ageism racism etc has nothing to do with politics,0.07753027738426876,0.006283112997063758,0.08029946618358016,0.061858141413693835,0.20145162970826938,0.008263647604183248
agreed,0.0009103134997873472,8.505847844741867e-05,0.0004805857747904041,0.004939557120086813,0.0027938116738348757,0.001955850300673301
my rule of thumb though i am not perfect when i want to dish it out i try to pinpoint what theyre actually doing or saying that deserves to be called out,0.016853155316958707,0.017951370241204245,0.007296698102874901,0.013733055208227693,0.07501943364504579,0.001999153213003895
you’d have to be so passionate about racism to pay money to watch this guy and force yourself to laugh plus you have to look at his head the whole time which is like a leg of ham with a beard,0.4166236148127459,0.054691116328105624,0.2890659585357588,0.22465049315684205,0.4328332665446369,0.0341269285374275
can you imagine the shame of knowing someone who attends his gigs or is a fan or people who think it’s a good date,0.0367411290863603,0.0022003209704838118,0.006265197292442594,0.007653599883748266,0.10666293278582563,0.0018548099196439062
youre paying to see racism youre definitely not paying to see a worthwhile comedian,0.17924712747892466,0.0026300885303885777,0.08490974493115369,0.008956338418692603,0.25749059029842863,0.006358317494024643
plagiarising 4chan instead of cumtown like every other newtown fuckwit is actually brave and different,0.6190712968183228,0.015085378973099722,0.13202636919462965,0.7400449674259114,0.6929036836711226,0.5314551993355775
telling the type of jokes that even your racist great grandfather would cringe at ffs,0.515514132402446,0.009184044683455714,0.3035002705655558,0.1883488621442055,0.47809803665781675,0.0341269285374275
they’re a nazi those tattoos should be cut straight off their bodies,0.4368604584334904,0.7194010393432705,0.6395500713299827,0.3107135960236418,0.5980215468431465,0.4302545032970587
i would’ve castrated him personshruggingmediumskintone hypothetically,0.26564968578202874,0.7497889396783693,0.06358725102866473,0.3490296378130802,0.5156136629589292,0.3507044309724113
he’s going way too easy on him i’m mad,0.06553810822693128,0.013891217558492482,0.008468858829011399,0.07646860497868141,0.16869670577274695,0.005983025233998283
i still cannot get over that new york times headline saying ron desantis is building his brand by wrecking public education on florida and i went back to see how nyt covered the nazi book burnings in 1933 this passage certainly reminds me of desantis,0.06804124013101355,0.01293588621363689,0.12890838899532236,0.04062783537053978,0.20335421174713206,0.009476130208923517
id like to know person responsible at for the headline building his brand about actions of gov desantis to try censor school curricula and ban books headline writers now carry more public opinion shaping powers because of news consumers skim n scroll behaviors,0.026831844591995085,0.007393346862993639,0.02061497328837037,0.013805428099934736,0.09912335154933236,0.0026486975033820255
i am sure you know what the fight is for public education i am poor white trash i became a teacher because us education allowed me to do so a student of mine who was severely fas was able to go into the military and succeed because of public education we wont be stopped,0.472182232605592,0.008109625437886018,0.5826756846007666,0.2570912337427305,0.45022770652810473,0.0341269285374275
his brand shi on human rights,0.14349599417567901,0.003238926010662665,0.02099701452126108,0.5634266358299833,0.3423169945599774,0.0806845730744654
why won’t talk about the massive corruption and the jailing of a man set up by the criminals,0.0867907519130158,0.0382521364212253,0.047415125159527956,0.03213571337702564,0.20311639538106552,0.007744012202151703
as a former resident of manatee county i can honestly say there will be no loss to society the world if this part of florida becomes even more racist more fascist,0.47158655091745116,0.009255672540944952,0.48321663990344693,0.08194827964312025,0.43833942329715025,0.031617753449843966
you cannot judge from this time you cannot see anything about hitler without knowing all you know now after it is over your mind cannot do it from the perspective of 2023 on 1923 1933 it is obvious back then they were being evenhanded,0.04641535038782856,0.009255672540944952,0.04578155979813117,0.013443556225818602,0.16099440968927117,0.007339850980743736
is the owner of cnn amroman or amroscandinavian,0.009929741254713034,0.0036149735765507347,0.013626365035538412,0.007436475911783626,0.03412428702886006,0.001926981642001303
theres no comparison but the nazis sure sound like democrats,0.268182291175451,0.006247299759934703,0.3546522697447902,0.05018147552650712,0.3406199067144109,0.02116286582835153
maybe the should read this…the storm troopers are on their way,0.022603532213278824,0.03729680784283196,0.029529267455213067,0.026297379903747937,0.11115775921411108,0.006820215730066997
one of my previous interactions with the now skull nazi biome rest in piss fuckface you will not be missed,0.6884260738864975,0.12777825775897908,0.6277443386314621,0.820845772789357,0.8010344869428296,0.6759630759101826
thanks for confronting the trash,0.4368604584334904,0.003991018790945889,0.013345046724858605,0.23386339902243128,0.3817522021957518,0.016058179845494843
i’m boycotting the grammys tonight so i can continue fighting bigotry racism and the patriarchy,0.08624710040560825,0.015563046028758645,0.1987300306505365,0.03001268128959406,0.25671915141967033,0.008841020323558785
and demonic activity,0.07159815391209094,0.008467764725332207,0.015903132683325456,0.0922226718901016,0.11242534651151428,0.013344527443875107
i thought you were a satire page,0.039320921800552154,0.002110785802814482,0.008515745045154859,0.013081683292333769,0.08634495125307186,0.0025332230200488396
but you missed an excellent opportunity to worship satan,0.26564968578202874,0.031087161017426243,0.07050265394273934,0.22813340083023337,0.3473447381783989,0.02868647856940095
i boycott for the same,0.03144328589850868,0.03395315366876189,0.02061497328837037,0.023908967481176522,0.1525186098697001,0.005030360103241579
unfortunately i’m cleaning out parrot crap so gunna miss it moral of this is same shit different place rollingonthefloorlaughing,0.4017164944302621,0.007214276527654981,0.05492953418596029,0.7400449674259114,0.6017388011530587,0.07118429988225923
the grammys are on,0.006079219313404307,0.0013945068129527626,0.003194137145489424,0.005373803474963041,0.010822006030782214,0.0009526650550793017
i will be watching mafs,0.01642719951474072,0.006641253667741076,0.006734061481515286,0.05708133139971283,0.051419790701893814,0.010804087751061384
lolz,0.009260084522671748,0.0006200292033288618,0.0017172150639650806,0.022582074280427012,0.017500186029846276,0.00300955550974979
i agree i am not commenting on any of the hideous photos being shared don’t give them the attention show them how insignificant they truly are,0.37155562075927484,0.004241716983773786,0.01039120129453611,0.04062783537053978,0.3248549867200858,0.007051164848088173
fuck keffals and fuck anyone that didnt believe the black voices that said time and time again she was racist scum fuck the people that fought tooth and nail and begged for evidence only to refute and claim otherwise fuck the people that showed how they could excuse racism,0.8199727330485059,0.4739729294475493,0.7606473347243414,0.9518914823210542,0.9680287916445317,0.7997366004875314
this part they just like the white women that voted for trump idc idccccccccccc,0.17916662608371312,0.005853345852128331,0.4962399566033642,0.11288848272598637,0.3793402341627421,0.026243745213978976
yo what a fuckingg dumb ass the choices he makes to try to help from the way he tried to end racism climate change and when he tried to stop spilling chemicals everything this dude does is so fuckingg dumb and he’s the head of the hospital manfacepalminglightskintone newamsterdam,0.8589401663829842,0.02439984851959273,0.25895346721600304,0.9374024330031581,0.9418738570806365,0.6938479315415165
ok okhandlightskintone u win that last reply confused tf outa me stonerproblems seenoevilmonkeysignofthehornslightskintonevictoryhandlightskintone and my name truly is kristin meltingface,0.04770524839702591,0.0069635783348270825,0.013063727146904989,0.261931362224111,0.18609739143855591,0.016635553018934796
and btw its kristin meltingface,0.004237665916118019,0.0008483439500472072,0.0027252729564167305,0.0077259738348240126,0.011078908527426958,0.0017970727536547155
well i didn’t specify what is “bullshit” of your opinion but obvi its the opposite of your opinion,0.5021785349470882,0.0038656703861475045,0.02316191357370128,0.7422546410421155,0.6654386277930953,0.0934250105731642
whose karen and at least we can agree that your tweet and my tweet are both opinions womanshruggingmediumlightskintonemeltingface,0.005325856660096366,0.0023793910291762446,0.0036630013345621175,0.005808050359523625,0.01786157899649965,0.0009310135989140046
season 4 episode five in these characters with aspirations to do good and sometimes do are overall bad people,0.03577370585481253,0.004456601247857062,0.019596197934602294,0.032931848026232904,0.10978453708640779,0.0031538986517549725
i call bullshit on this tweet teamnewamsterdamnmindset meltingface,0.0854316297529026,0.003632879503499699,0.007249812013458821,0.757050843721862,0.3429618842613489,0.3029265776219182
my mum a 68 year old immigrant filipino woman encounters newtown for the first time live reactions 1 “all of the clothes here look so old how come they call it newtown then”,0.02132566921222865,0.009757068926600748,0.08318089198490589,0.03585101794097788,0.10045386588518411,0.004741673819231212
maybe shes calling herself old facewithtearsofjoy,0.04512545348003216,0.0023077626183945557,0.012782408836225183,0.015904287512293194,0.1022278798886201,0.003298241793760156
haahhahaha this deserves to be on the newtown affirmations ig page,0.010934224425323307,0.007787300770800009,0.009828564673176497,0.03133957554971227,0.05192556012908122,0.004452987383866039
4 is unrelated to newtown but is a goldie “i don’t really believe in iq but anyway did you know i had the highest iq of my school batch”,0.04770524839702591,0.0033463680735427454,0.014282774849549231,0.02152055823671122,0.1114746575717718,0.003529191063136138
this thread is gold,0.0036307906901534995,0.002057065255505334,0.0033113531293939066,0.011127572841495504,0.014547088398856262,0.0023311425606996608
lol why mom,0.01193870759593358,0.00039619197577110167,0.0019633685541280673,0.04062783537053978,0.030992213288255323,0.005549995656627927
okay i really wasn’t expecting the love for this but tbh this happens every time i tell stories about my mum 3 i thought was a bit too spicy leaving after talking to literally anyone i think he’s gay do you think yes mum that’s why i live here,0.268182291175451,0.00968543968588038,0.5806891315257872,0.29832437438109893,0.4066865505218257,0.0341269285374275
ever noticed how the ucp only care about free speech when it’s about someone trying to deplatform racism and hate they are perfectly happy to defund social organizations that are pro vaccine or who criticize them for cutting supports poor kids or survivors of violence ableg,0.06419025780410902,0.00603241618746699,0.0516624009286191,0.004613871691824202,0.153083655013352,0.004164300948500867
your rant doesnt make any sense freedom of speech has nothing to do with defunding organizations you like everything you dont approve of isnt hate and racism you lefties really need to learn how to defend your positions instead of spouting nonsense,0.5587418396697197,0.002558460672899339,0.11549017710428611,0.049650718034333574,0.476688761303244,0.0115546721197593
the twitter files disagree with you,0.007962627048075106,0.0015914834902097247,0.004061535882601169,0.0026597612409859396,0.021114121829619654,0.0004402467041996537
you mean like defund the cbc your propaganda arm for the next election you have plenty of your own “deplatforming” with much to come should you get into office let’s hope not,0.025132890676709534,0.0018153207177674848,0.002209522171018434,0.0004885278775517386,0.053695751079823946,0.0007144987345514245
defund is different from promoting you guys really need to stop tweeting dumb things like this it’s really turning off the middle voters with a brain and does nothing but pander to your silly base of lefties,0.7288477089192342,0.0041342745059243634,0.17161203130120123,0.2013757919651064,0.6125734755947068,0.03083608004748929
dumbing down ones political rhetoric to cater to the lowest common denominator of ones base of support is happening from all sides of the political spectrum both federally and provincially and quite frankly i find it distasteful and discouraging,0.08651892615931202,0.0016452040375188708,0.004225638336103874,0.009173463450025947,0.1559089318419417,0.0017104667776387226
what color is the sky in your world how about the ndp under the offices of helping low income wage earners raise the minimum wage these workers took home less money every two weeks because it was a cash grab,0.015859261015052275,0.0008528200859766657,0.003264466786523066,0.0017550804963269058,0.03629264789540012,0.0007650188493887194
ever notice how the ndp put alberta into its highest level of debt killed jobs went full climatard and then was voted out and never able to return,0.11667025068408937,0.015563046028758645,0.024562731427633874,0.03930094216979027,0.20430550787759644,0.007974961471527684
thank you for responding but with all due respect it is using dogwhistle terms in your original tweet like racism and hate that make undecided voters like me my wife and many of our friends really get a sour taste toward the ndp give people enough credit to see past that,0.06496045647229182,0.0020212506351451522,0.02825579667891071,0.005554740471389812,0.14038725613074232,0.0030384241684217866
the rules as it pertain to black commentary on political issues if you’re on the left you can talk about racism and white supremacy but you better not talk about selfaccountability with blacks if you’re on the right you can talk about black accountability issues but,0.17956918812981817,0.005853345852128331,0.5826756846007666,0.11354420017230143,0.3793402341627421,0.02487581713824531
i get what you’re saying but the problem is identifying as a community based on an arbitrary thing like the color of your skin rather than shared values and goals i guess in a broken society such as ours though there is little choice,0.017705062515790897,0.0022003209704838118,0.08490974493115369,0.011634194736500535,0.09601881809901158,0.0026486975033820255
the sooner everyone realizes right and left are the same sides of the coin on race issues the better,0.01316155451828336,0.004187996436464636,0.07338407087314841,0.014384425005384213,0.08310908469846469,0.0039044833231624988
in general trans is mostly a white thing youre right and it seems blacks are less cool with homosexuality than whites seems like cultural phenomenon whites also more especially white liberal women mental health issues which trans,0.5133619178540669,0.01047334750149313,0.8215660737369674,0.269675527538309,0.5772389621875001,0.18510700294491006
welcome to the center my friend,0.00549327070543157,0.0056742769000208,0.007390471168798725,0.009752459296106724,0.021475515818479635,0.001941415895659899
youre wrong,0.016853155316958707,0.00115276269018425,0.002162635954874973,0.014891044781651836,0.039281351026767664,0.0017104667776387226
what racial discrimination on the right are you referring to,0.019053916314875827,0.002952414165736373,0.09452420914384999,0.010041956159778407,0.10843695190029465,0.0039333519818344955
i don’t find this to be true at all,0.004091178488774599,0.002665902735779423,0.003850546959500243,0.0051566805623671046,0.01798204297798191,0.0006711958222208303
muslimah always wants to make his partner completely satisfied thats why she wore hijab during sex too because a man doesnt matter mulsim or nonmuslim he gets hornier when he sees a girl in hijab and fucks good,0.47158655091745116,0.0487607701487878,0.6502188693322084,0.722385439452617,0.7652200577578255,0.5345139739899409
and thats why we are proud of you sisters,0.00515844371616211,0.004044739338255035,0.009594132958822292,0.011055198890419761,0.021716442759237547,0.0026920004157126197
bitch that’s a nazi put a buet in his head,0.9543268852522728,0.7123646809194247,0.6965177801023744,0.945499039691275,0.9680287916445317,0.9277047721219789
nigga thought we was finna boo hoo over that shit,0.6190712968183228,0.05290242142631655,0.817780093237407,0.838500141637066,0.7897783056086496,0.5345139739899409
they invaded there country and abducted and raped women and children it could be much worse,0.3639685542522501,0.47497718291093177,0.48223589670391226,0.2987623597778136,0.47809803665781675,0.1970655309277589
imma just say it… judging or disliking keffals doesn’t make you transphobic and you’re stupid and annoying as fuck if you use that argument to defend her ableism and racism being trans isn’t a excuse to be a terrible fuckingg person,0.8199727330485059,0.07034218980260434,0.6502188693322084,0.8638951692885648,0.9277014736405765,0.6938479315415165
one again you shouldnt be transphobic and ableist if you dont want me to show up and call you transphobic and ableist,0.4166236148127459,0.008969161110988003,0.38502154875613626,0.11288848272598637,0.4068356904651273,0.02966356918718326
muting this now thumbsup,0.016498192515577364,0.047805441570394465,0.0061245378836479285,0.019088763606368745,0.10178437511000286,0.005925287916654287
idk if like 6000 or whatever people all tweeted about me once id probably be pretty upset by that thats not really a very normal expirience to have am i justified in harrassing anyone who calls me stupid no that would obv be derranged,0.4368604584334904,0.011189626076385507,0.022907220685714613,0.35828186744493795,0.40247045938990406,0.016058179845494843
i am sorry big dawgfoldedhands,0.00871598970138305,0.0010811348326950129,0.0023384599307316985,0.017062278145086037,0.019909476903764062,0.003067292827093785
i find anybody who would misconstrue criticism that is irrelevant to being transgender as transphobia is being disingenuous,0.17278255374696966,0.004295437531082932,0.46449536869255437,0.08160580163185642,0.3081046391168395,0.012478469197263226
it makes you worse than useless in the fight against facism this is so stupid we have open calls for genocide and youre wasting your energy on this weenie hut junior bs your existence is propaganda for the opposition,0.7343595157620424,0.17833247835817323,0.12492486078557163,0.3754912802498641,0.6779630097486399,0.13328675033535298
no one can judge your personal taste but participating in a harrassment campaign against a trans woman is transphobic people are forcing the idea she represents trans people and trying to hold her accountable as that because she is a trans person existing on the internet,0.10216897452253251,0.008646835060670866,0.4590615774067283,0.05814284002784771,0.2882481736430386,0.012940366979241166
no bitch it’s because she defended your racism it’s also because you stalk girls online and are very creepy towards them there is absolutely nothing to be jealous about in that friendship they’re 2 fucked people,0.8369940476186805,0.043028793145503265,0.5826756846007666,0.9443560867972263,0.9510044620056232,0.7666238168727827
they both disgust me so much,0.472182232605592,0.00821706791573544,0.3581995718954679,0.2713802106873112,0.48976720990352995,0.0341269285374275
first off he’s the one blocking everyone two how the fuck are they still the victims when they’ve openly been nonchalant to their racist comments three their bond is built on bigotry and the fact that both of them lack such common sense,0.4674421994343208,0.01126125531710587,0.3514075799065778,0.5204490009667406,0.5647517885522858,0.2289549136562216
president dumb fuck fucked up again,0.9177667178834555,0.01047334750149313,0.2814811220347549,0.9680711887463204,0.9740487298795827,0.6938479315415165
he isnt president he lost to biden in 2020 quit calling him president when truly he never was,0.017350100815810503,0.0006782272697985949,0.0015062261408641542,0.00043424794392928415,0.037764046834031846,0.00012269170097536702
lying joe,0.11828150554897515,0.0005528781733846466,0.0013655669855242509,0.04593541241101265,0.15929925381418336,0.006040762551342278
what did trump do now,0.005995512841437179,0.0020749721507160885,0.0032410233616328842,0.004107250856187876,0.023162017692470862,0.0007794532544021205
trump isnt president you stupid piece of groomed maga shit,0.9543268852522728,0.010544975358982366,0.30542482860587794,0.8897463505100409,0.9418738570806365,0.6770768656469142
he didnt fuck up he wanted to do that fucking retard hes giving america away,0.897238917174559,0.09172368137890657,0.4737483050334801,0.9443560867972263,0.9458616894782249,0.7666238168727827
maybe we should replace biden with his press sec gary coleman,0.010515689862685772,0.0030956698807148506,0.002115749485276752,0.001845549524224643,0.027619205451446454,0.0005268526802156468
what is it like for you to have an italian mother and a libyan terrorist for a father,0.4079635524892067,0.04446178324663102,0.5637764754745792,0.11949001295674665,0.43833942329715025,0.0341269285374275
yes trump is a fuckknuckle among fuckknuckles,0.8778502954650782,0.013891217558492482,0.2216139541547583,0.8897463505100409,0.8687189566958546,0.6341966267438892
